STT,SO_DANG_KY,TEN_THUOC,"MA_HOAT_CHAT
(Theo Thông tư số 40/2014/TT-BYT)","HOAT_CHAT
(Theo Thông tư số 40/2014/TT-BYT)","HOAT_CHAT
(Theo Số đăng ký)",MA_DUONG_DUNG,DUONG_DUNG,HAM_LUONG,DONG_GOI,HANG_SX,NUOC_SX
639,VD-18259-13,Molingas,40.569+583,Lanzoprazol + Domperidon,"Lansoprazol (dưới dạng lansoprazol pellet 8,5%); Domperidon (dưới dạng Domperidon maleat)",1.01,Uống,30mg; 10mg,Hộp 2 vỉ x 15 viên,Công ty Cổ phần Dược phẩm Bos Ton Việt Nam,Việt Nam
640,VD-18823-13,Lomerate,40.569+583,Lanzoprazol + Domperidon,Lansoprazol 30mg; Domperidon maleat 10mg,1.01,Uống, 30mg;  10mg,Hộp 3 vỉ x 10 viên,Công ty cổ phần SPM,Việt Nam
641,VD-20407-14,Prazodom,40.569+583,Lanzoprazol + Domperidon,Lansoprazol (dưới dạng vi hạt bao tan trong ruột); domperidon (dưới dạng vi hạt) ,1.01,Uống,30mg;10mg,"Hộp 3, 10 vỉ (vỉ nhôm - PVC) x 10 viên",Công ty Cổ phần BV Pharma,Việt Nam
642,VN-15375-12,L-Cid-D,40.569+583,Lanzoprazol + Domperidon,Lansoprazole (dạng pellet bao bảo vệ); domperidone,1.01,Uống,30mg; 10mg,Hộp 1 vỉ x 10 viên nang,Gracure Pharmaceuticals Ltd.   ,India
643,VN-15697-12,Lanzee-DM,40.569+583,Lanzoprazol + Domperidon,Lansoprazole; domperidone,1.01,Uống,30mg; 10mg,Hộp 2 vỉ x 15 viên,Zee Laboratories,India
644,VD-21208-14,Ausmezol-D,40.574+583,Esomeprazol + Domperidon,Esomeprazol (dạng vi hạt bao tan trong ruột); Domperidon ,1.01,Uống,20mg; 15mg,"Lọ 14 viên; lọ 20 viên; Hộp 2 vỉ, hộp 5 vỉ (nhôm-nhôm) x 4 viên; Hộp 2 vỉ, hộp 5 vỉ (nhôm-nhôm) x 10 viên; Hộp 1 vỉ (nhôm-nhôm) x 14 viên; Hộp 2 vỉ (nhôm-PVC) x 10 viên",Công ty cổ phần Dược Hà Tĩnh,Việt Nam
645,VD-20512-14,Bipando,40.575+583,Pantoprazol + Domperidon,Pantoprazol (dưới dạng natri pantoprazol); Domperidon maleat,1.01,Uống,40mg;  10mg,Hộp 3 vỉ x 10 viên,Công ty cổ phần SPM,Việt Nam
646,VN-16537-13,G-Pandom,40.575+583,Pantoprazol + Domperidon,Pantoprazole (dưới dạng Pantoprazole natri); Domperidone ,1.01,Uống,20mg; 10mg,Hộp 03 vỉ x 10 viên,"Medibios Laboratories Pvt., Ltd.",India
647,VN-19327-15,Ulceburg D,40.575+583,Pantoprazol + Domperidon,Pantoprazole (dưới dạng Pantoprazole natri); Domperidone ,1.01,Uống,40mg; 10mg,Hộp 10 vỉ x 10 viên,Rhydburg Pharmaceuticals Limited,India
648,VN-9762-10,Helirab kit,40.576+188+185,Rabeprazol; Clarithromycin; Tinidazol ,Rabeprazol; Clarithromycin; Tinidazol ,1.01,Uống,20mg; 500mg; 500mg,"Uống, hộp 42 viên ","Micro labs Limited, Ấn Độ",India
649,VD-23185-15,Mutecium-M,40.583+628,Domperidon + Simethicon,Domperidon (dưới dạng Domperidon maleat); Simethicon  ,1.01,Uống,"2,5mg; 50mg",Hộp 30 gói x 1g,Công ty cổ phần hoá-dược phẩm Mekophar.,Việt Nam
650,VD-6039-08,Mutecium-M,40.583+628,Domperidon + Simethicon,Domperidon (dưới dạng Domperidon maleat); Simethicon  ,1.01,Uống,"2,5mg; 50mg",Hộp 30 gói x 1g thuốc bột,Công ty cổ phần hoá dược phẩm Mekophar,Việt Nam
651,VD-9946-10,Naphadarzol,40.593+212,Clotrimazol; Metronidazol,Clotrimazol; Metronidazol,4.01,Đặt âm đạo,100mg; 200mg,"Hộp 1 vỉ x 6 viên, hộp 1 vỉ x 10 viên, hộp 1 lọ x 10 viên",Công ty CP DP Nam Hà,Việt Nam
652,VD-19195-13,Labavie,40.612+606,Lactobacillus acidophilus; Bacillus subtilis ,Lactobacillus acidophilus; Bacillus subtilis ,1.01,Uống,100.000.000 CFU; 100.000.000 CFU,Hộp 30 gói x 1 g,Công ty TNHH liên doanh Hasan-Dermapharm,Việt Nam
653,VN-17952-14,Hydrocortison-Lidocain-Richter,40.644+12,Lidocain (hydroclorid)  + Hydrocortison,Hydrocortisone acetate; Lidocaine hydrocloride ,2.10,Tiêm, 125mg/5ml; 25mg/5ml,Hộp 1 lọ 5ml,Gedeon Richter Plc.,Hungary
654,VD-28268-17,Mycocid,40.647+178+258,Triamcinolone + Neomycin + Nystatin,Triamcinolon acetonid  10mg; Neomycin sulfat 15.000 IU; Nystatin 1.000.000 IU,3.01,Bôi,"10mg, 15.000 IU, 1.000.000 IU",Hộp 1 tuýp x 10g,Công ty cổ phần hoá-dược phẩm Mekophar.,Việt Nam
655,VD-24169-16,Domprezil,40.677+688,Omeprazol; Domperidon,Omeprazol; Domperidon,1.01,Uống,20mg; 10mg,Hộp 3 vỉ x 10 viên,Công ty cổ phần dược phẩm Glomed,Việt Nam
656,VD-25770-16,Cetampir plus,40.68+491,Cinnarizin + Piracetam,Piracetam; Cinnarizin,1.01,Uống,400mg; 25mg,"Hộp 3 vỉ x 10 viên, hộp 10 vỉ x 10 viên",Công ty cổ phần dược phẩm SaVi,Việt Nam
657,VD-26359-17,CinatamDNA,40.68+491,Cinnarizin + Piracetam,Piracetam; Cinnarizin,1.01,Uống,"400mg, 25mg",Hộp 06 vỉ x 10 viên; Hộp 10 vỉ x 10 viên,Công ty cổ phần dược phẩm Quảng Bình,Việt Nam
658,QLSP-0767-13,Biosubtyl DL,40.718+726,Bacilus subtilis + Lactobacilus acidophilus,Bacilus subtilis; Lactobacilus acidophilus,1.01,Uống,30000000 CFU; 30000000 CFU,Hộp 10 gói x 1g; Hộp 25 gói x 1g,Công ty TNHH MTV Vắc xin Pasteur Đà Lạt,Việt Nam
659,VD-5714-08,Solinux,40.756+810,Salbutamol (sulfat) + Carbocistein,Salbutamol; Carbocystein,1.01,Uống,2mg; 500mg,Hộp 5 vỉ x 10 viên; hộp 10 vỉ x4 viên nang,Công ty cổ phần Dược Minh Hải,Việt Nam
660,VD-18331-13,New AMERHINO,40.79+107,Loratadin + Phenylephrin , Loratadin; Phenylephrin HCl,1.01,Uống, 5mg;   5 mg,Hộp 5 vỉ x 20 viên,Công ty Cổ phần Dược phẩm OPV,Việt Nam
661,VD-21512-14,Clamixtan - Nic,40.79+107,Loratadin + Phenylephrin ,Loratadin; Phenylephrin hydroclorid ,1.01,Uống,5 mg;  5 mg,Hộp 2 vỉ x 10 viên. Chai 100 viên,Công ty TNHH dược phẩm USA - NIC (USA - NIC Pharma),Việt Nam
662,VD-13004-10,Propara,40.12+43,Paracetamol +Lidocain (hydroclorid) ,Paracetamol; lidocain hydroclorid ,2.10,Tiêm,150mg; 10mg,Hộp 10 ống x 1ml dung dịch tiêm,Công ty cổ phần dược phẩm Vĩnh Phúc,Việt Nam
663,VD-8190-09,Parainject 300,40.12+43,Paracetamol +Lidocain (hydroclorid) ,Paracetamol; Lidocaine,2.10,Tiêm,300mg; 20mg,Hộp 10 ống x 2ml thuốc tiêm,Công ty cổ phần dược-vật tư y tế Thanh Hoá,Việt Nam
664,VD-8191-09,Parainject 450,40.12+43,Paracetamol +Lidocain (hydroclorid) ,Paracetamol; Lidocaine,2.10,Tiêm,450mg; 30mg,Hộp 10 ống x 3ml thuốc tiêm,Công ty cổ phần dược-vật tư y tế Thanh Hoá,Việt Nam
665,VN-13239-11,Medamol + Lidocaine injection,40.12+43,Paracetamol +Lidocain (hydroclorid) ,Paracetamol; Lidocaine,2.10,Tiêm,300mg; 30mg/2ml,Hộp 50 ống 2ml,"T.P Drug Laboratories Co.,Ltd.",Thailand
666,VN-15274-12,Centranol,40.12+43,Paracetamol +Lidocain (hydroclorid) ,Paracetamol; Lidocain HCl,2.10,Tiêm,300mg; 20mg/2ml,Hộp 10 ống 2ml,"A.N.B. Laboratories Co.,Ltd.",Thailand
667,VN-5344-08,Tonidus,40.12+43,Paracetamol +Lidocain (hydroclorid) ,Paracetamol; Lidocain HCl,2.10,Tiêm,150mg; 1%,Hộp 10 ống 2ml,Star Drugs & Research Labs Ltd.,India
668,VN-17519-13,Limzer,40.573+583,Omeprazol + Domperidon,Omeprazol (dạng vi nang tan trong ruột); Domperidone (dạng vi nang giải phóng chậm) ,1.01,Uống,20mg; 30mg,Hộp 10 vỉ x 10 viên; hộp 3 vỉ x 10 viên,Inventia Healthcare Private Ltd.,India
